city,year,page,line_no,organization_name,category,sub_category,line,address,description
Kansas City,1877,48,3,ST. VITUS ROMAN CATHOLIC MUTUAL BENEVO- LENT SOCIETY,Benevolent and Fraternal,,"ST. VITUS ROMAN CATHOLIC MUTUAL BENEVO- LENT SOCIETY.-Meets at the basement of German Catho- lic Church, on the second Sunday of each month. P. J. Henn, President; Joseph Binder, Vice-President; Henry Ricke, Treasurer; Adam Wagner, Secretary.",,
Kansas City,1877,48,4,CHEBRAH K'DUSHAH SOCIETY,Clubs,,"CHEBRAH K'DUSHAH SOCIETY.-Rev. M. R. Cohen, Officiating Minister and President.",,
Kansas City,1877,48,5,GERMAN BUILDING ASSOCIATION,Uncategorized,,"GERMAN BUILDING ASSOCIATION.-B. A. Feineman, President; C J. White, Treasurer; Charles Long, Secretary. 523 Main.",,
Kansas City,1877,48,6,"KANSAS CITY BUILDING, LOAN AND SAVINGS AS- SOCIATION",Uncategorized,,"KANSAS CITY BUILDING, LOAN AND SAVINGS AS- SOCIATION.-James Smith, President; Jonathan Ford, Vice- President; John P. Swygard, Secretary; D. O. Smart, Treas- urer. Main, southwest corner Ninth.",,
Kansas City,1877,48,7,MUTUAL HOUSE BUILDING ASSOCIATION,Benevolent and Fraternal,,"MUTUAL HOUSE BUILDING ASSOCIATION.-F. As- kew, President; E. H. Allen, Vice-President; J. S. Chick, Treasurer; J. F. Allen, Secretary. First National Bank Building.",,
Kansas City,1877,48,8,JACKSON COUNTY MEDICAL SOCIETY,Clubs,,"JACKSON COUNTY MEDICAL SOCIETY.-Dr. S. N. Denham, President; Dr. T. B. Lester, Vice President; Dr. C. D. McDonald, Secretary and Treasurer.",,
Kansas City,1877,48,9,HOMEOPATHIC MEDICAL SOCIETY OF KANSAS CITY,Clubs,,HOMEOPATHIC MEDICAL SOCIETY OF KANSAS CITY.-Meets first and third Tuesdays of each month. J.,,
Kansas City,1877,50,2,KANSAS CITY CLEARING HOUSE,Civic Organizations,,"KANSAS CITY CLEARING HOUSE.-J. Q. Watkins, President; J. S. Chick, Vice-President; W. H. Winants, Manager. Meets at the Board of Trade Rooms daily at 12 M.",,
Kansas City,1877,50,3,KANSAS CITY INDUSTRIAL EXPOSITION AND AGRICULTURAL FAIR ASSOCIATION,Civic Organizations,,"KANSAS CITY INDUSTRIAL EXPOSITION AND AGRICULTURAL FAIR ASSOCIATION. -Kersey Coates, President; J. C. Evans, Vice-President; Daniel L. Hall, Secretary; E. L. Martin, Treasurer. Office, 18 West Fifth street. Grounds, Twelfth, southwest corner Campbell.",,
Kansas City,1877,50,4,KANSAS CITY TRANSFER COMPANY,Uncategorized,,"KANSAS CITY TRANSFER COMPANY.-L. Dragon, Superintendent; H. M. Lee, Secretary. Office, 413 Delaware. Stables, corner Tenth and Broadway.",,
Kansas City,1877,50,5,KANSAS CITY FREAR STONE AND PIPE MANUFACTURING COMPANY,Uncategorized,,"KANSAS CITY FREAR STONE AND PIPE MANUFACTURING COMPANY.-D. M. Jarboe, President; John R. Balis, Secretary; C. A. Brockett, Business Manager. West Levee, foot of Sixth, West Kansas.",,
Kansas City,1877,50,6,KANSAS CITY GAS LIGHT AND COKE COMPANY,Uncategorized,,"KANSAS CITY GAS LIGHT AND COKE COMPANY.- M. J. Payne, President; Thomas Orr, Vice-President; J. W. Allen, Secretary; Harry E. Clarke, Superintendent; John Campbell, Treasurer. Office, north side Missouri avenue, between Main and Delaware.",,
Kansas City,1877,50,7,KANSAS CITY STOCK YARD COMPANY,Uncategorized,,"KANSAS CITY STOCK YARD COMPANY. -Charles Francis Adams, Jr., President; George H. Nettleton, General Manager; L. V. Morse, Superintendent; Charles Merriam, Treasurer and Secretary; E. E. Richardson, Assistant Treasurer and Assistant Secretary. Sixteenth, corner State Line, Kansas.",,
Kansas City,1877,50,8,RAILROAD TRANSFER COMPANY OF MISSOURI,Uncategorized,,"RAILROAD TRANSFER COMPANY OF MISSOURI.- C. A. Chace, President; J. M. Lee, Vice-President; W. W. Brown, Superintendent; J. E. Smith, Auditor; George W. Sedgwick, Secretary and Treasurer. Office, south side Mis- souri avenue, between Main and Delaware.",,
Kansas City,1877,50,9,KANSAS CITY ELEVATOR COMPANY,Uncategorized,,"KANSAS CITY ELEVATOR COMPANY.--A. J. Gillespie, President. Liberty, corner Twelfth, West Kansas.",,
Kansas City,1877,50,10,THE WESTERN MEDICAL AND SURGICAL INSTITUTE,Hospitals,,"THE WESTERN MEDICAL AND SURGICAL INSTITUTE.-D. E. Dickerson and John Stark, Physicians in charge. 425 Delaware.",,
Kansas City,1877,50,1,LOAN AND INVESTMENT CORPORATION,Uncategorized,,"LOAN AND INVESTMENT CORPORATION.-D. M. Jarboe, President; E. H. Allen, Cashier; Ben. D. Allen, Secretary. Office, Fourth, northwest corner Delaware.",,
Kansas City,1877,50,2,NATIONAL WATERWORKS COMPANY,Uncategorized,,"NATIONAL WATERWORKS COMPANY.-B. F. Jones, Secretary and Treasurer. North side Fourth, between Main and Delaware.",,
Kansas City,1877,50,3,KANSAS ROLLING MILL COMPANY,Uncategorized,,"KANSAS ROLLING MILL COMPANY.-A. B. Stone, President; W. H. Harris, Vice-President; Ira Harris, Secretary; D. S. Mathias, Superintendent. Office, west side Broadway, between Fifth and Sixth.",,
Kansas City,1877,50,4,UNION ELEVATOR COMPANY,Labor Organizations,,"UNION ELEVATOR COMPANY.-Thomas Corrigan, President; H. M. Holden, Vice-President; C. H. Prescott, Secretary and Treasurer; R. W. Quade, General Superintendent. West Levee, foot of Sixth, W. K.",,
Kansas City,1877,50,5,KANSAS CITY SURGICAL AND MEDICAL INSTITUTE,Hospitals,,"KANSAS CITY SURGICAL AND MEDICAL INSTITUTE.-Drs. Cooley and Foster in charge. Twelfth, northwest corner Grand avenue.",,
Kansas City,1877,50,6,DR. PAYNE'S KANSAS CITY SURGICAL AND MEDICAL INSTITUTE,Hospitals,,DR. PAYNE'S KANSAS CITY SURGICAL AND MEDICAL INSTITUTE. 617 Main street.,,
Kansas City,1877,50,7,ARION QUARTETTE CLUB,Clubs,,"ARION QUARTETTE CLUB.-Meets at Turner Hall every Tuesday and Friday evening. Herman Schubert, Secretary; H. Stubenrauch, President.",,
Kansas City,1877,50,8,ARKANSAS VALLEY ELEVATOR,Clubs,,"ARKANSAS VALLEY ELEVATOR.-George H. Nettleton, President; T. Nickerson, Treasurer; W. J. Ferry, Secretary; R. H. Hunt, Superintendent. Liberty, corner Sixteenth, W. K.",,
Kansas City,1877,50,9,KANSAS CITY SOCIAL ORCHESTRA,Clubs,,"KANSAS CITY SOCIAL ORCHESTRA.-Hold regular meetings every Monday evening, at 521 Main street. J. F. Zimmerschied, President and Leader; W. T. Waite, Secretary; H. W. Coomber, Treasurer; Prof. Herman Kress, Director.",,
Kansas City,1877,50,10,DIAMOND MILLS COMPANY,Clubs,,"DIAMOND MILLS COMPANY.-J. A. Dewar, President; R. E. Talphey, Secretary. Santa Fe, northwest eorner Eighth, West Kansas.",,
Kansas City,1877,50,11,ORPHEUS CLUB,Clubs,,"ORPHEUS CLUB. Meets every Monday and Thursday evening, 613 Main. Carl Spengler, President; R. Sachs, Secretary.",,
Kansas City,1878,40,2,"KANSAS CITY, ST. JOE & COUNCIL BLUFFS RAIL-ROAD",Uncategorized,,"KANSAS CITY, ST. JOE & COUNCIL BLUFFS RAIL-ROAD.-George H. Nettleton, General Manager; James E. Smith, Agent; Freight and Passenger Depot, West Kansas.",,
Kansas City,1878,40,3,"MISSOURI, KANSAS & TEXAS RAILWAY",Uncategorized,,"MISSOURI, KANSAS & TEXAS RAILWAY.-Frank Moore, Agent; Freight Depot at Fort Scott Railroad Depot, West Kansas.",,
Kansas City,1878,40,4,MISSOURI PACIFIC RAILWAY CO,Uncategorized,,"MISSOURI PACIFIC RAILWAY CO.-Ticket Office, 530 Main street; E. S. Jewett, Ticket Agent; Passenger and Freight Depots, foot of Grand avenue, and Union Depot, West Kansas.",,
Kansas City,1878,40,5,"ST. LOUIS, KANSAS CITY & NORTHERN RAILWAY CO",Uncategorized,,"ST. LOUIS, KANSAS CITY & NORTHERN RAILWAY CO.-M. G. Carey, Superintendent Western Division; George Marsh, Freight Agent; Ticket Office, 530 Main; Freight and Passenger Depot, West Kansas.",,
Kansas City,1878,40,6,"ATCHISON, TOPEKA & SANTA FE RAILROAD",Uncategorized,,"ATCHISON, TOPEKA & SANTA FE RAILROAD.-R. E. Higgs, Agent; Freight and Passenger Depots, West Kansas.",,
Kansas City,1878,40,7,KANSAS CITY & EASTERN RAILWAY,Uncategorized,,"KANSAS CITY & EASTERN RAILWAY.-P. Roberts, President; G. W. Vaughn, Superintendent; J. H. Roberts, Agent. Passenger and Freight Depots, foot Grand avenue.",,
Kansas City,1878,40,8,CHICAGO & ALTON RAILROAD,Uncategorized,,"CHICAGO & ALTON RAILROAD.-W. H. Reed, Western Agent; Main, southwest corner Fourth.",,
Kansas City,1878,40,9,WESTPORT AND KANSAS CITY HORSE RAILROAD COMPANY,Uncategorized,,"WESTPORT AND KANSAS CITY HORSE RAILROAD COMPANY.-John A. Loughridge, President; C.J. White, Sec- retary; Thomas H. Mastin, Treasurer. Office and Stables, Westport road, south of O K Creek.",,
Kansas City,1878,40,10,JACKSON COUNTY HORSE RAILROAD,Uncategorized,,"JACKSON COUNTY HORSE RAILROAD.-Meade Wood- son, President; Thomas Corrigan, Treasurer; D. Ellison, See- retary; Bernard Corrigan, Superintendent. Office, north side Fourth, between Main and Delaware.",,
Kansas City,1878,40,11,KANSAS CITY HORSE RAILROAD COMPANY,Uncategorized,,"KANSAS CITY HORSE RAILROAD COMPANY.-Dr. D. E. Dickerson, President; D. Ellison, Secretary. Office, north side Fourth, between Main and Delaware.",,
Kansas City,1878,40,12,WASHINGTON ST. HORSE RAILWAY COMPANY,Uncategorized,,"WASHINGTON ST. HORSE RAILWAY COMPANY.- Thomas Corrigan, Proprietor. Stables, Seventeenth, corner Madison avenue.",,
Kansas City,1878,40,13,WESTERN UNION TELEGRAPH CO,Labor Organizations,,"WESTERN UNION TELEGRAPH CO.-M. D. Wood, As- sistant Superintendent and Manager; 12 West Fifth street.",,
Kansas City,1878,40,1,BANK OF KANSAS CITY.,Uncategorized,,"BANK OF KANSAS CITY.-J. S. Chick, President; Bernard Donnelly, Secretary; I. M. Smith, Cashier; W. J. Anderson, Assistant Cashier. Main, northeast corner Fourth.",,
Kansas City,1878,40,2,KANSAS CITY SAVINGS ASSOCIATION.,Uncategorized,,"KANSAS CITY SAVINGS ASSOCIATION.-J. B. Bell, President; L. F. Wilson, Vice President; C. J. White, Cashier. Delaware, southwest corner Fourth.",,
Kansas City,1878,40,3,MASTIN BANK.,Uncategorized,,"MASTIN BANK.-S. E. Ward, President; D. O. Smart, Vice President: John J. Mastin, Cashier: Thomas H. Mastin, Assistant Cashier. Merchants Exchange Building, Delaware, southwest corner Fifth.",,
Kansas City,1878,40,4,MISSOURI VALLEY BANK.,Uncategorized,,"MISSOURI VALLEY BANK.-A. J. Baker, President; Α. A. Goodman, Vice President; W. A. Botkin, Cashier. 14 West Fifth.",,
Kansas City,1878,40,5,FIRST BAPTIST CHURCH.,Churches,,"FIRST BAPTIST CHURCH.-Rev. J. C. Bonham, Pastor. May, northeast corner Eighth.",,
Kansas City,1878,40,6,CALVARY BAPTIST CHURCH.,Churches,,"CALVARY BAPTIST CHURCH.-Rev. J. E. Chamblis, Pastor. Northeast corner Grand avenue and Eleventh",,
Kansas City,1878,40,7,AFRICAN MISSION BAPTIST CHURCH.,Churches,,"AFRICAN MISSION BAPTIST CHURCH.-Rev. Henry Roberson, Pastor. Charlotte, southwest corner Tenth.",,
Kansas City,1878,40,8,CHURCH OF THE IMMACULATE CONCEPTION.,Churches,,"CHURCH OF THE IMMACULATE CONCEPTION.-Rev. Father Bernard Donnelly, Pastor. Broadway, between Eleventh and Twelfth.",,
Kansas City,1878,40,9,ST. PATRICK'S CHURCH.,Churches,,"ST. PATRICK'S CHURCH.-Rev. Father Dunn, Pastor. Cherry, southwest corner Eighth.",,
Kansas City,1878,40,10,ST. PETER AND ST. PAUL'S CHURCH.,Churches,,"ST. PETER AND ST. PAUL'S CHURCH.-Rev. Father Ernest Zechenter, Pastor. McGee, southwest corner ninth.",,
Kansas City,1878,40,11,THE CHURCH OF THE ANNUNCIATION.,Churches,,"THE CHURCH OF THE ANNUNCIATION.-Rev. Father W. J. Dalton, Pastor. Fourteenth, southeast corner Wyoming, West Kansas.",,
Kansas City,1878,40,12,CHRISTIAN CHURCH.,Churches,,"CHRISTIAN CHURCH.-Rev. J. Z. Taylor, Pastor. Main, southwest corner Twelfth.",,
Kansas City,1878,42,1,GRAND AVENUE CONGREGATIONAL CHURCH,Churches,,"GRAND AVENUE CONGREGATIONAL CHURCH.—Rev. J. G. Roberts, Pastor. Grand avenue, southwest corner Tenth.",,
Kansas City,1878,42,2,GRACE EPISCOPAL CHURCH,Churches,,"GRACE EPISCOPAL CHURCH.—Rev. Herman C. Duncan, Rector. Tenth, southeast corner Central.",,
Kansas City,1878,42,3,ST. LUKE'S EPISCOPAL CHURCH,Churches,,"ST. LUKE'S EPISCOPAL CHURCH.—Rev. M. Erastus Buck, Rector. Eighth, southeast corner Walnut.",,
Kansas City,1878,42,4,GERMAN EVANGELICAL ST. PETER'S CHURCH,Churches,,"GERMAN EVANGELICAL ST. PETER'S CHURCH.—Rev. Henry F. Kirchhoff, Pastor. East side of Walnut, between Tenth and Eleventh.",,
Kansas City,1878,42,5,B'NAI JEHUDAH,Churches,,"B'NAI JEHUDAH.—Rev. D. Burgheim, Rabbi. Sixth, southeast corner Wyandotte.",,
Kansas City,1878,42,6,FIRST ENGLISH LUTHERAN CHURCH,Churches,,"FIRST ENGLISH LUTHERAN CHURCH.—Rev. T. F. Dornblaser, Pastor. West side Delaware, between Tenth and Eleventh.",,
Kansas City,1878,42,7,SWEDISH LUTHERAN CHURCH,Churches,,"SWEDISH LUTHERAN CHURCH.—Rev. Albert Rodel, Pastor. North side Fifteenth, between Broadway and Washington.",,
Kansas City,1878,42,8,AFRICAN METHODIST CHURCH,Churches,,"AFRICAN METHODIST CHURCH.—Rev. Richard Ricketts, Pastor; Charlotte, southeast corner Tenth.",,
Kansas City,1878,42,9,AFRICAN METHODIST CHURCH,Churches,,"AFRICAN METHODIST CHURCH.—Rev. Jordan Allen, Pastor, east side State Line, between St. Louis avenue and Ninth, West Kansas.",,
Kansas City,1878,42,10,GRAND AVENUE METHODIST EPISCOPAL CHURCH,Churches,,"GRAND AVENUE METHODIST EPISCOPAL CHURCH.—Rev. A. C. Williams, Pastor; Grand avenue, southeast corner Ninth.",,
Kansas City,1878,42,1,METHODIST EPISCOPAL CHURCH (SOUTH),Churches,,"METHODIST EPISCOPAL CHURCH (SOUTH). Rev. S. S. Bryant, Pastor; east side Walnut, between Eighth and Ninth streets.",,
Kansas City,1878,42,2,SIXTEENTH ST. METHODIST EPISCOPAL CHURCH,Churches,,"SIXTEENTH ST. METHODIST EPISCOPAL CHURCH. -Cherry, northeast corner Sixteenth.",,
Kansas City,1878,42,3,LIBERTY ST. METOHDIST EPISCOPAL CHURCH,Churches,,"LIBERTY ST. METOHDIST EPISCOPAL CHURCH.- Rev. J. P. Dew. Pastor; Thirteenth, southeast corner of Lib- erty, West Kansas.",,
Kansas City,1878,42,4,CENTRAL PRESBYTERIAN CHURCH (OLD SCHOOL),Churches,,"CENTRAL PRESBYTERIAN CHURCH (OLD SCHOOL).一 Rev. A. D. Madeira, Pastor; Grand avenue, southwest corner eight.",,
Kansas City,1878,42,5,CUMBERLAND PRESBYTERIAN CHUCH,Churches,,"CUMBERLAND PRESBYTERIAN CHUCH. Rev. C. R. Duvall, pastor; South side Fourteenth, between Oak and Locust.",,
Kansas City,1878,42,6,FIRST PRESBYTERIAN CHURCH,Churches,,"FIRST PRESBYTERIAN CHURCH. Rev. S. B. Bell, Pas- tor; Grand avenue, between Tenth and Eleventh.",,
Kansas City,1878,42,7,SECOND PRESBYTERIAN CHURCH,Churches,,"SECOND PRESBYTERIAN CHURCH.-East side Wyan- dotte, between Eighth and Ninth.",,
Kansas City,1878,42,8,THIRD PRESBYTERIAN CHURCH,Churches,,"THIRD PRESBYTERIAN CHURCH. Rev. L. Railsback, Pastor: Thirteenth, northwest corner Hickory, West Kansas.",,
Kansas City,1878,42,9,UNITED PRESBYTERIAN CHURCH,Churches,,"UNITED PRESBYTERIAN CHURCH. Rev. D. M. Mc- Clellan, Pastor; east side Walnut, between Ninth and Tenth.",,
Kansas City,1878,42,10,UNITARIAN CHURCH,Churches,,"UNITARIAN CHURCH.-Delaware, between Tenth and Eleventh.",,
Kansas City,1878,42,11,WASHINGTON STREET TABERNACLE,Churches,,"WASHINGTON STREET TABERNACLE.-W. B. Barber, Pastor. West side Washington, between Thirteenth and Four- teenth.",,
Kansas City,1878,42,12,BOARD OF EDUCATION,Civic Organizations,,BOARD OF EDUCATION.,,
Kansas City,1878,44,1,CENTRAL SCHOOL,Uncategorized,,"CENTRAL SCHOOL.-E. C. White, Principal. Locust,",,
Kansas City,1878,44,3,WASHINGTON SCHOOL,Uncategorized,,"WASHINGTON SCHOOL-C. S. Sheffield, Principal. In- dependence avenue, southwest corner Cherry.",,
Kansas City,1878,44,4,HUMBOLDT SCHOOL,Uncategorized,,"HUMBOLDT SCHOOL. Mrs. A. J. Warren, Principal. Twelfth, northwest corner Locust.",,
Kansas City,1878,44,5,FRANKLIN SCHOOL,Uncategorized,,"FRANKLIN SCHOOL.-G. T. Johuson, Principal. Four- teenth, northeast corner Washington avenue.",,
Kansas City,1878,44,6,LATHROP SCHOOL,Uncategorized,,"LATHROP SCHOOL. Mrs. Clara Hoffman, Principal. Eighth, southeast corner May.",,
Kansas City,1878,44,7,BENTON SCHOOL,Uncategorized,,"BENTON SCHOOL.-J. C. Davis, Principal. Liberty, north- east corner Fourteenth, West Kansas.",,
Kansas City,1878,44,8,LINCOLN SCHOOL,Uncategorized,,"LINCOLN SCHOOL. (Colored). J. D. Bowser, Principal. Ninth, southeast corner Charlotte.",,
Kansas City,1878,44,9,MORSE SCHOOL,Uncategorized,,"MORSE SCHOOL.-H. A. White, Principal. Charlotte, southeast corner Twentieth.",,
Kansas City,1878,44,10,WOODLAND SCHOOL,Uncategorized,,"WOODLAND SCHOOL. Miss Elizabeth B. Densmore, Prin- cipal. Eighth, corner Johnson.",,
Kansas City,1878,44,11,"KANSAS CITY, KANSAS, PUBLIC SCHOOL, No. 3",Uncategorized,,"KANSAS CITY, KANSAS, PUBLIC SCHOOL, No. 3.-W. S. Beards, Principal, Kansas City, Kansas.",,
Kansas City,1878,44,12,SPAULDING'S COMMERCIAL COLLEGE,Uncategorized,,"SPAULDING'S COMMERCIAL COLLEGE.-J. F. Spauld- ing, A. M., President. Dry Goods Palace Building, 712 and 714 Main.",,
Kansas City,1878,44,13,ST. TERESA'S ACADEMY,Uncategorized,,"ST. TERESA'S ACADEMY.-Sister's of St. Joseph in charge. Twelfth, northwest corner Washington.",,
Kansas City,1878,44,14,COLLEGE OF PHYSICIANS AND SURGEONS,Uncategorized,,"COLLEGE OF PHYSICIANS AND SURGEONS.-L. K. Thacher, President: E. W. Schauffier, M. D., Secretary; S. S. Todd, M. D., President of the Faculty; E. W. Schauffler, M. D., Secretary of the Faculty: T. J. Eaton, Treasurer of the Fac ulty. College Building, Main, junction Delaware.",,
Kansas City,1878,44,15,KANSAS CITY MEDICAL SOCIETY,Clubs,,"KANSAS CITY MEDICAL SOCIETY.-A. B. Sloan, M. D., President George Halley, M. D., Vice President; J. W. Elston, M. D.. Secretary. Meets monthly, in College Building, Main, junction Delaware.",,
Kansas City,1878,44,16,KANSAS CITY LAW LIBRARY ASSOCIATION,Libraries,,"KANSAS CITY LAW LIBRARY ASSOCIATION.-P. S. Brown, President; William Holmes, Vice President; Jas. Gib-",,
Kansas City,1878,44,2,PUBLIC SCHOOL LIBRARY,Uncategorized,,"PUBLIC SCHOOL LIBRARY.-J. Craig, Librarian. 728 Main.",,
Kansas City,1878,44,3,KANSAS CITY JOURNAL,Uncategorized,,"KANSAS CITY JOURNAL.-Daily, Tri-weekly and Weekly. Published by the Journal Company. D. K. Abeel, Presi- dent and Business Manager: James A. Mann, Secretary. East side Delaware, second building south of Missouri avenue.",,
Kansas City,1878,44,4,Kansas City Times Company,Uncategorized,,"KANSAS CITY TIMES.-Published Daily, Try-weekly and Weekly, by the Kansas City Times Company. J. E. Munford, President; Samuel Williams, Vice-President; M. Munford, Secretary and General Manager. Times Building, south side Fifth, between Main and Delaware.",,
Kansas City,1878,44,5,POST AND TRIBUNE (GERMAN),Uncategorized,,"POST AND TRIBUNE (GERMAN).-Daily. Wuerz & Lampe, Proprietors. 8 West Missouri avenue.",,
Kansas City,1878,44,6,KANSAS CITY MAIL,Uncategorized,,"KANSAS CITY MAIL.-Mail Company, Publishers. Issued Daily and Weekly from No. 10 and 12 West Missouri avenue.",,
Kansas City,1878,44,7,WESTLICHE VOLKSZEITUNG (GERMAN WEEKLY,Uncategorized,,"WESTLICHE VOLKSZEITUNG (GERMAN WEEKLY.- Wnerz & Lampe, Publishers, 8 West Missouri avenue.",,
Kansas City,1878,44,8,Price Current Printing Company,Uncategorized,,"KANSAS CITY PRICE CURRENT.-Published by the Price Current Printing Company, office of Ramsey, Millett & Hudson, 222 and 224 West Fifth.",,
Kansas City,1878,44,9,THE WESTERN REVIEW OF SCIENCE AND INDUSTRY,Uncategorized,,THE WESTERN REVIEW OF SCIENCE AND INDUSTRY. A Mouthly Publication. Edited by Theo. S. Case.,,
Kansas City,1878,44,10,Kansas City Printing Company,Uncategorized,,DAILY LIVE STOCK REPORT.-Kansas City Printing Company. Publishers. 12 West Missouri avenue.,,
Kansas City,1878,44,11,MERCHANTS EXCHANGE DAILY PRICE CURRENT,Uncategorized,,"MERCHANTS EXCHANGE DAILY PRICE CURRENT. -Kansas City Printing Company, Publishers. 12 West Mis- souri avenue.",,
Kansas City,1878,44,12,COMMERCIAL INDICATOR,Uncategorized,,"COMMERCIAL INDICATOR.-Kansas City Printing Com- pany, Publishers. A. D. Simmons, Editor. 12 Missouri avenue.",,
Kansas City,1878,44,13,HERALD DES WESTENS (GERMAN),Uncategorized,,"HERALD DES WESTENS (GERMAN).-A Weekly News- paper, Published by J. Metzger, from 510 Main.",,
Kansas City,1878,44,14,THE COLORED SENTINEL,Uncategorized,,"THE COLORED SENTINEL-H. R. Graham, Editor and Proprietor. 12th, northwest corner Grand avenue.",,
Kansas City,1878,44,15,MASONIC HALL,Benevolent and Fraternal,,"MASONIC HALL.-Main, northwest corner Seventh, over new post-office.",,
Kansas City,1878,46,1,KANSAS CITY COMMANDERY KNIGHTS TEMPLAR,Benevolent and Fraternal,,"KANSAS CITY COMMANDERY KNIGHTS TEMPLAR, No. 10. Hold their regular conclave at their Asylum, Masonic Hall, on the second and fourth Thursdays of each month, at 7 P. M. F. A. Knickerbocker, E. C.",,
Kansas City,1878,46,2,KANSAS CITY R. A. CHAPTER,Benevolent and Fraternal,,"KANSAS CITY R. A. CHAPTER, No. 28.-Holds its regular Convocation at Masonic Hall, on the first and third Thursday of each month, at 7 P. M. W. M. Diveley, H. P.",,
Kansas City,1878,46,3,"HEROINE LODGE, No. 104, A. F. & A. M.",Benevolent and Fraternal,,"HEROINE LODGE, No. 104, A. F. & A. M.-Meets at Masonie Hall, on the first and third Mondays in each month. Geo. W. Lee, Acting W. M.",,
